Incident_case_id,Date,Clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD Beat,Street_Number,Street_Address,Latitude,Longitude,Location 
PP21022400000235,02/24/2021,"ROBBERY, OTHER",234,B,B4,6700 BLOCK,6708 FURMAN PKWY,38.952603816986084,-76.90238411724567,"(38.952603816986084, -76.90238411724567)"
PP21022400000705,02/24/2021,THEFT,869,D,D4,12500 BLOCK,12520 FAIRWOOD PKY,38.96408672630787,-76.78788302838802,"(38.96408672630787, -76.78788302838802)"
PP21022400001087,02/24/2021,"AUTO, STOLEN & RECOVERED",709,E,E4,,MAPLELEAF PL / HANCOCK DR,38.86205281317234,-76.78624261915684,"(38.86205281317234, -76.78624261915684)"
PP21022400001443,02/24/2021,ACCIDENT,162,B,B6,,METZEROTT RD / UNIVERSITY BLVD EB,39.00050397217274,-76.9410979449749,"(39.00050397217274, -76.9410979449749)"
PP21022400001886,02/24/2021,ACCIDENT WITH IMPOUND,226,B,B5,,RIVERDALE RD EB / 67TH AVE,38.96179014444351,-76.90238411724567,"(38.96179014444351, -76.90238411724567)"
PP21022400001342,02/24/2021,THEFT FROM AUTO,623,F,F2,7900 BLOCK,7925 OLD BRANCH AVE,38.78101623058319,-76.89910328388214,"(38.78101623058319, -76.89910328388214)"
PP21022400001382,02/24/2021,HOMICIDE,419,H,H5,4400 BLOCK,4421 ARNOLD RD,38.85385072231293,-76.93256777524948,"(38.85385072231293, -76.93256777524948)"
PP21022400001122,02/24/2021,SEX OFFENSE,313,G,G4,400 BLOCK,401 WARFIELD DR,38.894533053040504,-76.86760728061199,"(38.894533053040504, -76.86760728061199)"
PP21022400001497,02/24/2021,THEFT FROM AUTO,618,F,F1,6300 BLOCK,6303 OLD BRANCH AVE SB,38.803653970360756,-76.90697728097439,"(38.803653970360756, -76.90697728097439)"
PP21022400000935,02/24/2021,THEFT FROM AUTO,827,D,D2,9800 BLOCK,9899 GOOD LUCK RD EB,38.99131764471531,-76.83611127734184,"(38.99131764471531, -76.83611127734184)"
PP21022400000809,02/24/2021,THEFT FROM AUTO,428,TRU,K4,4400 BLOCK,4427 RENA RD,38.830228731036186,-76.87941828370094,"(38.830228731036186, -76.87941828370094)"
PP21022400000773,02/24/2021,THEFT,657,J,J41,6800 BLOCK,6800 OXON HILL RD,38.79479572176933,-77.00080911815166,"(38.79479572176933, -77.00080911815166)"
PP21022400000371,02/24/2021,THEFT FROM AUTO,827,TRU,D2,9700 BLOCK,9793 GOOD LUCK RD,38.98409980535507,-76.84136061370373,"(38.98409980535507, -76.84136061370373)"
PP21022400001184,02/24/2021,THEFT FROM AUTO,656,J,J5,6200 BLOCK,6289 OXON HILL RD SB,38.80431014299393,-76.98867003619671,"(38.80431014299393, -76.98867003619671)"
PP21022400001920,02/24/2021,ACCIDENT WITH IMPOUND,315,G,G4,,LANDOVER RD EB / KENMOOR DR,38.92340439558029,-76.86891961097717,"(38.92340439558029, -76.86891961097717)"
PP21022400001630,02/24/2021,THEFT FROM AUTO,306,G,G6,6700 BLOCK,6705 COLUMBIA PARK RD EB,38.917498886585236,-76.89090119302273,"(38.917498886585236, -76.89090119302273)"
PP21022400000742,02/24/2021,THEFT,649,TRU,W2,900 BLOCK,901 CHATSWORTH DR,38.671764478087425,-76.99752828478813,"(38.671764478087425, -76.99752828478813)"
PP21022400000049,02/24/2021,"B & E, COMMERCIAL",507,K,K3,3700 BLOCK,3737 BRANCH AVE SB,38.838758900761604,-76.94765961170197,"(38.838758900761604, -76.94765961170197)"
PP21022400000743,02/24/2021,"B & E, RESIDENTIAL",612,J,J6,8300 BLOCK,8330 INDIAN HEAD HWY NB,38.774454563856125,-76.99621593952179,"(38.774454563856125, -76.99621593952179)"
PP21022400001169,02/24/2021,ACCIDENT,101,A,A7,9200 BLOCK,9220 WILLOW LN,39.0070656388998,-76.96865694224834,"(39.0070656388998, -76.96865694224834)"
PP21022400000339,02/24/2021,ACCIDENT WITH IMPOUND,828,D,D5,,FORBES BLVD / HUXLEY DR,38.975569650530815,-76.83119003474712,"(38.975569650530815, -76.83119003474712)"
PP21022400001161,02/24/2021,THEFT FROM AUTO,113,A,A3,1400 BLOCK,1425 UNIVERSITY BLVD EB,38.98639638721943,-76.984404951334,"(38.98639638721943, -76.984404951334)"
PP21022400001879,02/24/2021,ACCIDENT WITH IMPOUND,859,E,E2,10200 BLOCK,10210 GREENSPIRE WAY,38.91224956512451,-76.83184619247913,"(38.91224956512451, -76.83184619247913)"
PP21022400000244,02/24/2021,ACCIDENT WITH IMPOUND,840,D,D6,5400 BLOCK,5434 WHITFIELD CHAPEL RD,38.9571969807148,-76.85874903202057,"(38.9571969807148, -76.85874903202057)"
PP21022400001901,02/24/2021,"AUTO, STOLEN",508,K,K3,,DALLAS DR / SAINT BARNABAS RD SB,38.82432322204113,-76.94798769056797,"(38.82432322204113, -76.94798769056797)"
PP21022400001075,02/24/2021,THEFT FROM AUTO,870,TRU,E1,14600 BLOCK,14605 DUNWOOD VALLEY DR,38.92930988967419,-76.75310619175434,"(38.92930988967419, -76.75310619175434)"
PP21022400000994,02/24/2021,ACCIDENT,441,H,H2,5700 BLOCK,5711 SILVER HILL RD NB,38.85319456458092,-76.90828961133957,"(38.85319456458092, -76.90828961133957)"
PP21022400001318,02/24/2021,ACCIDENT,702,E,E3,10600 BLOCK,10692 CAMPUS WAY S,38.89715772867203,-76.82298794388771,"(38.89715772867203, -76.82298794388771)"
PP21022400000696,02/24/2021,"AUTO, STOLEN",515,J,J1,5100 BLOCK,5104 DEAL DR,38.82071430981159,-76.99555978178978,"(38.82071430981159, -76.99555978178978)"
PP21022400001406,02/24/2021,THEFT FROM AUTO,916,TRU,C4,12200 BLOCK,12237 APACHE TEARS CIR,39.057262390851974,-76.8420167863369,"(39.057262390851974, -76.8420167863369)"
PP21022400000608,02/24/2021,THEFT FROM AUTO,175,A,A5,3400 BLOCK,3420 TOLEDO TER,38.97097647190094,-76.95947061479092,"(38.97097647190094, -76.95947061479092)"
PP21022400000547,02/24/2021,"AUTO, STOLEN",605,K,K6,5900 BLOCK,5953 FISHER RD,38.807262897491455,-76.95651786029339,"(38.807262897491455, -76.95651786029339)"
PP21022400001058,02/24/2021,ACCIDENT,504,K,K1,2200 BLOCK,2203 DAWN LN,38.84171164035797,-76.96996927261353,"(38.84171164035797, -76.96996927261353)"
PP21022400000206,02/24/2021,ASSAULT,260,B,B2,5400 BLOCK,5451 ANNAPOLIS RD EB,38.938496232032776,-76.92338144779205,"(38.938496232032776, -76.92338144779205)"
PP21022400000481,02/24/2021,THEFT FROM AUTO,858,E,E2,9300 BLOCK,9300 LOTTSFORD RD WB,38.90535980463028,-76.84300102293491,"(38.90535980463028, -76.84300102293491)"
PP21022400001212,02/24/2021,ACCIDENT,125,A,A3,5900 BLOCK,5920 RIGGS RD SB,38.96277439594269,-76.99359127879143,"(38.96277439594269, -76.99359127879143)"
PP21022400000304,02/24/2021,THEFT,111,A,A6,2000 BLOCK,2000 UNIVERSITY BLVD WB,38.98409980535507,-76.97849944233894,"(38.98409980535507, -76.97849944233894)"
PP21022400000485,02/24/2021,ACCIDENT,162,B,B6,,UNIVERSITY BLVD EB / PAINT BRANCH DR,39.00017589330673,-76.94306644797325,"(39.00017589330673, -76.94306644797325)"
PP21022400000014,02/24/2021,"ROBBERY, OTHER",108,A,A6,8900 BLOCK,8909 RIGGS RD,39.00181631743908,-76.97226586937904,"(39.00181631743908, -76.97226586937904)"
PP21022400001469,02/24/2021,ACCIDENT,113,A,A3,7400 BLOCK,7434 RIGGS RD SB,38.983115553855896,-76.97981177270412,"(38.983115553855896, -76.97981177270412)"
PP21022500001423,02/25/2021,ACCIDENT,306,G,G6,,SHERIFF RD EB / MARTIN LUTHER KING JUNIOR HWY EB,38.90962488949299,-76.8918854445219,"(38.90962488949299, -76.8918854445219)"
PP21022500001216,02/25/2021,ACCIDENT,615,K,K6,3200 BLOCK,3201 BRINKLEY RD,38.803653970360756,-76.95356510579586,"(38.803653970360756, -76.95356510579586)"
PP21022500000075,02/25/2021,ASSAULT,131,A,A2,1300 BLOCK,1312 CHILLUM RD WB,38.95916548371315,-76.98768578469753,"(38.95916548371315, -76.98768578469753)"
PP21022500000943,02/25/2021,THEFT,408,H,H1,4800 BLOCK,4820 MARLBORO PIKE WB,38.873535722494125,-76.93059927225113,"(38.873535722494125, -76.93059927225113)"
PP21022500001356,02/25/2021,ACCIDENT,234,B,B4,,RIVERDALE RD EB / 67TH PL,38.96277439594269,-76.90107177197933,"(38.96277439594269, -76.90107177197933)"
PP21022500002038,02/25/2021,ACCIDENT WITH IMPOUND,739,F,F6,12200 BLOCK,12251 DULEY STATION RD,38.74558322131634,-76.79411661624908,"(38.74558322131634, -76.79411661624908)"
PP21022500001168,02/25/2021,THEFT FROM AUTO,858,G,E2,9700 BLOCK,9707 SUMMIT CIR,38.90207897126675,-76.84070444107056,"(38.90207897126675, -76.84070444107056)"
PP21022500000322,02/25/2021,"B & E, COMMERCIAL",858,E,E2,9800 BLOCK,9810 APOLLO DR,38.903719395399094,-76.83611127734184,"(38.903719395399094, -76.83611127734184)"
PP21022500000895,02/25/2021,ACCIDENT,858,E,E2,,CENTRAL AVE WB / CAP BELT OL A HWY NB,38.89223647117615,-76.84693802893162,"(38.89223647117615, -76.84693802893162)"
PP21022500002026,02/25/2021,ACCIDENT WITH IMPOUND,917,C,C2,,BRIGGS CHANEY RD / CLONNIE PL,39.06087130308151,-76.92699036002159,"(39.06087130308151, -76.92699036002159)"
PP21022500000856,02/25/2021,"AUTO, STOLEN",622,F,F1,3600 BLOCK,3617 STONESBORO RD,38.76789289712906,-76.94372260570526,"(38.76789289712906, -76.94372260570526)"
PP21022500001467,02/25/2021,ACCIDENT,126,A,A2,,QUEENS CHAPEL RD NB / CHILLUM RD,38.95129147171974,-76.96701653301716,"(38.95129147171974, -76.96701653301716)"
PP21022500000975,02/25/2021,THEFT,441,H,H2,5800 BLOCK,5856 SILVER HILL RD SB,38.85713155567646,-76.90632110834122,"(38.85713155567646, -76.90632110834122)"
PP21022500000805,02/25/2021,THEFT,715,E,E4,10900 BLOCK,10904 NORTH RIDING RD,38.840071231126785,-76.818394780159,"(38.840071231126785, -76.818394780159)"
PP21022500000456,02/25/2021,"AUTO, STOLEN",501,TRU,K2,,23RD PKWY NB / FAIRLAWN ST,38.83843080699444,-76.96045486629009,"(38.83843080699444, -76.96045486629009)"
PP21022500000081,02/25/2021,"AUTO, STOLEN",610,J,J4,500 BLOCK,502 KERBY PKY,38.77707922458649,-76.99982486665249,"(38.77707922458649, -76.99982486665249)"
PP21022500000162,02/25/2021,"AUTO, STOLEN & RECOVERED",835,D,D1,9000 BLOCK,9003 2ND ST,38.97360114753246,-76.85940518975258,"(38.97360114753246, -76.85940518975258)"
PP21022500000485,02/25/2021,THEFT FROM AUTO,842,D,D6,4800 BLOCK,4800 FORBES BLVD,38.95555655658245,-76.83676744997501,"(38.95555655658245, -76.83676744997501)"
PP21022500000960,02/25/2021,THEFT FROM AUTO,117,TRU,A6,2100 BLOCK,2100 WOODBERRY ST,38.97294497489929,-76.9748905301094,"(38.97294497489929, -76.9748905301094)"
PP21022500001012,02/25/2021,"AUTO, STOLEN",748,F,F6,9000 BLOCK,9003 MANGROVE DR,38.70096389949322,-76.85153119266033,"(38.70096389949322, -76.85153119266033)"
PP21022500001536,02/25/2021,ACCIDENT WITH IMPOUND,918,C,C3,,RITZ WAY EB / VIRGINIA MANOR RD EB,39.05923089385033,-76.89286969602108,"(39.05923089385033, -76.89286969602108)"
PP21022500000438,02/25/2021,THEFT FROM AUTO,135,A,A2,1000 BLOCK,1001 CHILLUM RD EB,38.96113397181034,-76.99260702729225,"(38.96113397181034, -76.99260702729225)"
PP21022500001129,02/25/2021,ACCIDENT,701,E,E3,,WHITE HOUSE RD WB / NORTHERN LIGHTS DR,38.866645976901054,-76.83184619247913,"(38.866645976901054, -76.83184619247913)"
PP21022500001133,02/25/2021,ACCIDENT,117,A,A6,,23RD AVE / BANNING PL,38.97524155676365,-76.97160969674587,"(38.97524155676365, -76.97160969674587)"
PP21022500001079,02/25/2021,ACCIDENT WITH IMPOUND,632,F,F4,,WINDBROOK DR / FLORAL PARK RD,38.70785364508629,-76.93847328424454,"(38.70785364508629, -76.93847328424454)"
PP21022500001995,02/25/2021,ACCIDENT,829,D,D5,6500 BLOCK,6517 GLENN DALE RD,38.98016281425953,-76.81347352266312,"(38.98016281425953, -76.81347352266312)"
PP21022500000946,02/25/2021,"AUTO, STOLEN",702,E,E3,10400 BLOCK,10440 CAMPUS WAY S,38.89289264380932,-76.82364411652088,"(38.89289264380932, -76.82364411652088)"
PP21022500001854,02/25/2021,"ROBBERY, VEHICLE",514,J,J1,600 BLOCK,636 MAURY AVE,38.82235473394394,-76.99916869401932,"(38.82235473394394, -76.99916869401932)"
PP21022500001485,02/25/2021,THEFT FROM AUTO,107,A,A7,8200 BLOCK,8225 NEW HAMPSHIRE AVE NB,38.99394230544567,-76.98538920283318,"(38.99394230544567, -76.98538920283318)"
PP21022500000722,02/25/2021,"AUTO, STOLEN",124,TRU,A3,6800 BLOCK,6889 NEW HAMPSHIRE AVE NB,38.97458539903164,-76.99391935765743,"(38.97458539903164, -76.99391935765743)"
PP21022500001868,02/25/2021,ACCIDENT WITH IMPOUND,747,F,F5,13800 BLOCK,13800 BRANDYWINE RD,38.70194815099239,-76.87088811397552,"(38.70194815099239, -76.87088811397552)"
PP21022500000642,02/25/2021,THEFT FROM AUTO,131,A,A2,6300 BLOCK,6305 RIGGS RD NB,38.966383308172226,-76.98768578469753,"(38.966383308172226, -76.98768578469753)"
PP21022500000408,02/25/2021,THEFT FROM AUTO,131,A,A2,1500 BLOCK,1511 TIMBER RIDGE LN,38.95785313844681,-76.98210836946964,"(38.95785313844681, -76.98210836946964)"
PP21022500001279,02/25/2021,THEFT FROM AUTO,928,C,C2,4000 BLOCK,4050 POWDER MILL RD WB,39.04971647262573,-76.93617670238018,"(39.04971647262573, -76.93617670238018)"
PP21022500000187,02/25/2021,THEFT FROM AUTO,515,J,J1,1100 BLOCK,1108 KENNEBEC ST,38.82169856131077,-76.99096661806107,"(38.82169856131077, -76.99096661806107)"
PP21022500001643,02/25/2021,ACCIDENT WITH IMPOUND,509,K,K3,,BRANCH AVE SB / BEECH RD,38.82793214917183,-76.92863078415394,"(38.82793214917183, -76.92863078415394)"
PP21022500001526,02/25/2021,"B & E, RESIDENTIAL",421,H,H4,2300 BLOCK,2317 BROOKS DR SB,38.85975623130798,-76.92010061442852,"(38.85975623130798, -76.92010061442852)"
PP21022500001693,02/25/2021,ACCIDENT WITH IMPOUND,522,J,J5,,LIVINGSTON RD / OXON HILL RD SB,38.80332589149475,-76.98965427279472,"(38.80332589149475, -76.98965427279472)"
PP21022500001266,02/25/2021,ACCIDENT WITH IMPOUND,514,J,J1,,INDIAN HEAD HWY NB / AUDREY LN,38.81874580681324,-76.99982486665249,"(38.81874580681324, -76.99982486665249)"
PP21022500000736,02/25/2021,ACCIDENT,158,B,B7,,BERWYN RD / BALTIMORE AVE NB,38.99558272957802,-76.93191161751747,"(38.99558272957802, -76.93191161751747)"
PP21022500001823,02/25/2021,SEX OFFENSE,104,A,A7,1800 BLOCK,1826 METZEROTT RD,39.00378480553627,-76.97521860897541,"(39.00378480553627, -76.97521860897541)"
PP21022500000832,02/25/2021,THEFT FROM AUTO,2221,E,E2,900 BLOCK,901 CAPITAL CENTRE BLVD,38.90306322276592,-76.84529761970043,"(38.90306322276592, -76.84529761970043)"
PP21022500001928,02/25/2021,ACCIDENT,126,A,A2,,LONGFORD DR / 18TH AVE,38.95621272921562,-76.97882753610611,"(38.95621272921562, -76.97882753610611)"
PP21022500000203,02/25/2021,"B & E, COMMERCIAL",415,H,H2,4200 BLOCK,4225 SOUTHERN AVE,38.867302149534225,-76.9410979449749,"(38.867302149534225, -76.9410979449749)"
PP21022500000838,02/25/2021,ACCIDENT WITH IMPOUND,502,K,K2,3100 BLOCK,3101 BRANCH AVE SB,38.85089798271656,-76.9568459391594,"(38.85089798271656, -76.9568459391594)"
PP21022500001751,02/25/2021,ACCIDENT,634,F,F4,10200 BLOCK,10271 SERENADE LN,38.747879803180695,-76.88335527479649,"(38.747879803180695, -76.88335527479649)"
PP21022500001416,02/25/2021,ACCIDENT,309,G,G5,8600 BLOCK,8600 MARTIN LUTHER KING JUNIOR HWY WB,38.93816813826561,-76.85874903202057,"(38.93816813826561, -76.85874903202057)"
PP21022500000628,02/25/2021,ACCIDENT,430,K,K3,,SAINT BARNABAS RD SB / BEDFORD WAY,38.83613422513008,-76.94044177234173,"(38.83613422513008, -76.94044177234173)"
PP21022500001869,02/25/2021,"ROBBERY, RESIDENTIAL",904,C,C5,8700 BLOCK,8701 DULWICK CT,39.074650809168816,-76.85514010488987,"(39.074650809168816, -76.85514010488987)"
PP21022500001538,02/25/2021,SEX OFFENSE,307,G,G6,6700 BLOCK,6702 WEST FOREST RD,38.92471672594547,-76.89221352338791,"(38.92471672594547, -76.89221352338791)"
PP21022600000915,02/26/2021,ACCIDENT,615,K,K6,3000 BLOCK,3051 BRINKLEY RD,38.80398206412792,-76.95586170256138,"(38.80398206412792, -76.95586170256138)"
PP21022600000945,02/26/2021,ACCIDENT,709,E,E4,11600 BLOCK,11611 WHITE HOUSE RD,38.8745199739933,-76.80363102257252,"(38.8745199739933, -76.80363102257252)"
PP21022600000603,02/26/2021,ACCIDENT WITH IMPOUND,521,J,J3,,BALD EAGLE RD / OXON HILL RD NB,38.8013573884964,-77.00080911815166,"(38.8013573884964, -77.00080911815166)"
PP21022600001025,02/26/2021,ACCIDENT,508,K,K3,,DALLAS DR / SAINT BARNABAS RD SB,38.82432322204113,-76.94798769056797,"(38.82432322204113, -76.94798769056797)"
PP21022600001719,02/26/2021,ACCIDENT,441,H,H2,,PENNSYLVANIA AVE WB / BROOKS DR NB,38.86041238903999,-76.91846019029617,"(38.86041238903999, -76.91846019029617)"
PP21022600002002,02/26/2021,ASSAULT,411,H,H3,1900 BLOCK,1925 ADDISON RD S,38.86533364653587,-76.88860461115837,"(38.86533364653587, -76.88860461115837)"
PP21022600000701,02/26/2021,THEFT FROM AUTO,414,H,H7,7900 BLOCK,7956 CRYDEN WAY,38.84794522821903,-76.86891961097717,"(38.84794522821903, -76.86891961097717)"
PP21022600000160,02/26/2021,THEFT,629,W,W4,10200 BLOCK,10200 OLD FORT RD,38.7518168091774,-76.97817136347294,"(38.7518168091774, -76.97817136347294)"
PP21022600002084,02/26/2021,ACCIDENT WITH IMPOUND,418,H,H6,3000 BLOCK,3004 XAVIER LN,38.84794522821903,-76.89024503529072,"(38.84794522821903, -76.89024503529072)"
PP21022600000507,02/26/2021,"AUTO, STOLEN",111,A,A6,7800 BLOCK,7811 TEMPLE ST,38.98574022948742,-76.95947061479092,"(38.98574022948742, -76.95947061479092)"
PP21022600000661,02/26/2021,"B & E, COMMERCIAL",507,K,K3,3900 BLOCK,3919 BRANCH AVE SB,38.835806146264076,-76.9450349509716,"(38.835806146264076, -76.9450349509716)"
PP21022600000980,02/26/2021,THEFT,407,G,G7,8900 BLOCK,8901 CENTRAL AVE EB,38.89026798307896,-76.8521873652935,"(38.89026798307896, -76.8521873652935)"
PP21022600001927,02/26/2021,ACCIDENT WITH IMPOUND,871,D,D6,9000 BLOCK,9009 VOLTA ST,38.94243322312832,-76.85251544415951,"(38.94243322312832, -76.85251544415951)"
PP21022600000304,02/26/2021,"AUTO, STOLEN",737,F,F5,8900 BLOCK,8907 CHELTENHAM AVE,38.76723672449589,-76.8580928593874,"(38.76723672449589, -76.8580928593874)"
PP21022600000264,02/26/2021,THEFT,929,C,C3,4000 BLOCK,4095 POWDER MILL RD,39.047419890761375,-76.93453627824783,"(39.047419890761375, -76.93453627824783)"
PP21022600001973,02/26/2021,ASSAULT,307,G,G6,7300 BLOCK,7301 LANDOVER RD EB,38.926685228943825,-76.88991694152355,"(38.926685228943825, -76.88991694152355)"
PP21022600000901,02/26/2021,ACCIDENT,719,H,H7,,GREY EAGLE DR / OLD MARLBORO PIKE,38.8348218947649,-76.86170177161694,"(38.8348218947649, -76.86170177161694)"
PP21022600000225,02/26/2021,"ROBBERY, COMMERCIAL",238,B,B5,7400 BLOCK,7467 ANNAPOLIS RD EB,38.94932298362255,-76.88663610816002,"(38.94932298362255, -76.88663610816002)"
PP21022600001323,02/26/2021,ACCIDENT,654,W,W3,17100 BLOCK,17100 ASHTON CT,38.90700022876263,-76.83545511960983,"(38.90700022876263, -76.83545511960983)"
PP21022600001457,02/26/2021,"AUTO, STOLEN",113,A,A3,1400 BLOCK,1401 UNIVERSITY BLVD EB,38.98574022948742,-76.984404951334,"(38.98574022948742, -76.984404951334)"
PP21022600000737,02/26/2021,THEFT,736,F,F3,8900 BLOCK,8913 GOLDFIELD PL,38.76854905486107,-76.87449702620506,"(38.76854905486107, -76.87449702620506)"
PP21022600000473,02/26/2021,THEFT FROM AUTO,603,J,J5,6400 BLOCK,6423 LIVINGSTON RD,38.80037313699722,-76.98702961206436,"(38.80037313699722, -76.98702961206436)"
PP21022600000280,02/26/2021,ACCIDENT WITH IMPOUND,131,A,A2,6500 BLOCK,6527 RIGGS RD NB,38.969336062669754,-76.98374877870083,"(38.969336062669754, -76.98374877870083)"
PP21022600000504,02/26/2021,THEFT FROM AUTO,504,K,K1,1400 BLOCK,1417 SOUTHERN AVE,38.83547806739807,-76.98210836946964,"(38.83547806739807, -76.98210836946964)"
PP21022600000996,02/26/2021,THEFT FROM AUTO,656,J,J5,6000 BLOCK,6003 OXON HILL RD SB,38.80627864599228,-76.97521860897541,"(38.80627864599228, -76.97521860897541)"
PP21022600001906,02/26/2021,ACCIDENT,904,C,C5,8800 BLOCK,8805 BARNSLEY CT,39.075963139534,-76.85382777452469,"(39.075963139534, -76.85382777452469)"
PP21022600001653,02/26/2021,ACCIDENT,104,A,A7,,METZEROTT RD / RIGGS RD,39.00312864780426,-76.97193777561188,"(39.00312864780426, -76.97193777561188)"
PP21022600000399,02/26/2021,ACCIDENT,158,B,B7,,UNIVERSITY BLVD EB / BALTIMORE AVE SB,39.00148822367191,-76.9312554448843,"(39.00148822367191, -76.9312554448843)"
PP21022600000223,02/26/2021,"AUTO, STOLEN",444,H,H4,5400 BLOCK,5401 SILVER HILL RD NB,38.85155414044857,-76.91386702656746,"(38.85155414044857, -76.91386702656746)"
PP21022600000075,02/26/2021,THEFT,206,B,B63,7300 BLOCK,7300 BALTIMORE AVE SB,38.97983472049236,-76.93847328424454,"(38.97983472049236, -76.93847328424454)"
PP21022600000581,02/26/2021,ACCIDENT,113,A,A3,,15TH AVE / UNIVERSITY BLVD EB,38.985412150621414,-76.98178027570248,"(38.985412150621414, -76.98178027570248)"
PP21022600001861,02/26/2021,ACCIDENT,6010,J,J41,100 BLOCK,111 NORTH COVE TER,38.79085873067379,-77.01360435783863,"(38.79085873067379, -77.01360435783863)"
PP21022600000934,02/26/2021,THEFT,773,E,E5,15400 BLOCK,15410 CHRYSLER DR,38.81874580681324,-76.73899860680103,"(38.81874580681324, -76.73899860680103)"
PP21022600001119,02/26/2021,THEFT FROM AUTO,701,TRU,E3,100 BLOCK,124 PERTH AMBOY CT,38.892564564943314,-76.83479894697666,"(38.892564564943314, -76.83479894697666)"
PP21022600000432,02/26/2021,ACCIDENT,124,A,A3,6800 BLOCK,6812 RED TOP RD,38.97425730526447,-76.99195086956024,"(38.97425730526447, -76.99195086956024)"
PP21022600000856,02/26/2021,"ASSAULT, WEAPON",416,H,H2,2000 BLOCK,2031 BROOKS DR SB,38.86270897090435,-76.91911636292934,"(38.86270897090435, -76.91911636292934)"
PP21022600001370,02/26/2021,THEFT FROM AUTO,775,K,K4,6100 BLOCK,6104 ALLENTOWN RD NB,38.80398206412792,-76.90336836874485,"(38.80398206412792, -76.90336836874485)"
PP21022600001783,02/26/2021,ACCIDENT,868,C,C4,,STEVEN F GAUGHAN DR / S LAUREL DR,39.051684975624084,-76.83643935620785,"(39.051684975624084, -76.83643935620785)"
PP21022600000558,02/26/2021,THEFT FROM AUTO,603,J,J5,6400 BLOCK,6417 LIVINGSTON RD,38.80037313699722,-76.98702961206436,"(38.80037313699722, -76.98702961206436)"
PP21022600002033,02/26/2021,THEFT,731,F,F3,8000 BLOCK,8021 MALCOLM RD,38.78036005795002,-76.88926078379154,"(38.78036005795002, -76.88926078379154)"
PP21022600000249,02/26/2021,ACCIDENT,644,W,W5,,GARDNER RD / ACCOKEEK RD,38.677998065948486,-76.93912944197655,"(38.677998065948486, -76.93912944197655)"
PP21022600001515,02/26/2021,ACCIDENT,841,D,D6,,ANNAPOLIS RD EB / ELLERBIE ST,38.96474289894104,-76.8423448652029,"(38.96474289894104, -76.8423448652029)"
PP21022600001502,02/26/2021,ACCIDENT,431,K,K3,,TERRACE DR / SILVER HILL RD NB,38.84203973412514,-76.93584860861301,"(38.84203973412514, -76.93584860861301)"
PP21022600000545,02/26/2021,THEFT,239,B,B3,5300 BLOCK,5308 EMERSON ST,38.94866681098938,-76.9253499507904,"(38.94866681098938, -76.9253499507904)"
PP21022600001063,02/26/2021,THEFT FROM AUTO,940,C,C1,10700 BLOCK,10727 TUCKER ST,39.02543830871582,-76.90828961133957,"(39.02543830871582, -76.90828961133957)"
PP21022600000891,02/26/2021,THEFT,704,E,E5,16100 BLOCK,16155 TRADE ZONE AVE,38.88042548298836,-76.7255471944809,"(38.88042548298836, -76.7255471944809)"
PP21022600000368,02/26/2021,ACCIDENT,214,B,B6,,BALTIMORE AVE NB / BERWYN HOUSE RD,38.99262997508049,-76.93322394788265,"(38.99262997508049, -76.93322394788265)"
PP21022600000946,02/26/2021,THEFT,731,F,F3,8800 BLOCK,8827 WOODYARD RD SB,38.770845636725426,-76.88368336856365,"(38.770845636725426, -76.88368336856365)"
PP21022600000422,02/26/2021,"B & E, COMMERCIAL",622,F,F1,8500 BLOCK,8500 ALLENTOWN RD,38.77248606085777,-76.9506123661995,"(38.77248606085777, -76.9506123661995)"
PP21022600000442,02/26/2021,ACCIDENT WITH IMPOUND,731,F,F3,,WOODYARD RD SB / BRANCH AVE NB,38.768220975995064,-76.88466760516167,"(38.768220975995064, -76.88466760516167)"
PP21022600000914,02/26/2021,ACCIDENT WITH IMPOUND,763,F,F7,19300 BLOCK,19387 AQUASCO RD,38.622880056500435,-76.74129518866539,"(38.622880056500435, -76.74129518866539)"
PP21022600001051,02/26/2021,ACCIDENT,840,D,D6,8900 BLOCK,8905 ANNAPOLIS RD EB,38.96047781407833,-76.86301411688328,"(38.96047781407833, -76.86301411688328)"
PP21022600001097,02/26/2021,"AUTO, STOLEN",431,TRU,K3,3900 BLOCK,3910 COACH LN,38.83416572213173,-76.93912944197655,"(38.83416572213173, -76.93912944197655)"
PP21022600001513,02/26/2021,ACCIDENT,125,A,A3,,SHERIDAN ST / NEW HAMPSHIRE AVE NB,38.96867989003658,-77.0001529455185,"(38.96867989003658, -77.0001529455185)"
PP21022700001182,02/27/2021,THEFT,124,A,A3,800 BLOCK,835 FAIRVIEW AVE,38.9732730537653,-76.9906385242939,"(38.9732730537653, -76.9906385242939)"
PP21022700001423,02/27/2021,"ROBBERY, VEHICLE",419,H,H5,2500 BLOCK,2508 DAREL DR,38.8548349738121,-76.9315835237503,"(38.8548349738121, -76.9315835237503)"
PP21022700002110,02/27/2021,ACCIDENT,826,D,D1,,GOOD LUCK RD / 100TH AVE,38.98344364762306,-76.8423448652029,"(38.98344364762306, -76.8423448652029)"
PP21022700000012,02/27/2021,ACCIDENT,405,H,H3,6600 BLOCK,6602 RONALD RD,38.872879564762115,-76.89286969602108,"(38.872879564762115, -76.89286969602108)"
